uniCode,parent,Tag,Name,num_childs,SizeLOC,Num_Code_Blocks,num_variables,num_calls,num_read_operations,num_write_operations,num_recursive_calls,num_local_calls,num_external_calls,Nested_Call_Depth,List_of_Code_Blocks
95-0-0-0,,C,backend.commands.conversioncmds.c,7,323,6,61,16,28,33,0,2,14,16,"[2733, 2735, 2741, 2743, 2745, 2747]"
95-1-0-0,95-0-0-0,F,CreateConversionCommand,16,76,1,22,1,11,11,0,0,1,1,[2733]
95-1-2733-1,95-1-0-0,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
95-1-2733-2,95-1-0-0,D,Assignment,3,1,0,3,0,2,1,0,0,0,0,[]
95-1-2733-3,95-1-0-0,D,Assignment,3,1,0,3,0,2,1,0,0,0,0,[]
95-1-2733-4,95-1-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
95-1-2733-5,95-1-0-0,D,Assignment,4,2,0,4,0,3,1,0,0,0,0,[]
95-1-2733-6,95-1-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
95-1-2733-7,95-1-0-0,B,if,0,3,0,0,0,0,0,0,0,0,0,[]
95-1-2733-8,95-1-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
95-1-2733-9,95-1-0-0,B,if,0,5,0,0,0,0,0,0,0,0,0,[]
95-1-2733-10,95-1-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
95-1-2733-11,95-1-0-0,B,if,0,5,0,0,0,0,0,0,0,0,0,[]
95-1-2733-12,95-1-0-0,D,Assignment,2,2,0,4,1,3,1,0,0,1,1,[]
95-1-2733-13,95-1-0-0,B,if,0,5,0,0,0,0,0,0,0,0,0,[]
95-1-2733-14,95-1-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
95-1-2733-15,95-1-0-0,B,if,0,3,0,0,0,0,0,0,0,0,0,[]
95-1-2733-16,95-1-0-0,D,Assignment,1,6,0,1,0,0,1,0,0,0,0,[]
95-2-0-0,95-0-0-0,F,DropConversionsCommand,3,65,1,12,3,4,8,0,0,3,3,[2735]
95-2-2735-1,95-2-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
95-2-2735-2,95-2-0-0,L,for/while,11,50,1,9,2,2,7,0,0,2,2,[2736]
95-2-2736-1,95-2-2735-2,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
95-2-2736-2,95-2-2735-2,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
95-2-2736-3,95-2-2735-2,B,if,1,17,1,0,0,0,0,0,0,0,0,[2737]
95-2-2737-1,95-2-2736-3,B,if-else/switch,0,13,2,0,0,0,0,0,0,0,0,"[2738, 2739]"
