uniCode,parent,Tag,Name,num_childs,SizeLOC,Num_Code_Blocks,num_variables,num_calls,num_read_operations,num_write_operations,num_recursive_calls,num_local_calls,num_external_calls,Nested_Call_Depth,List_of_Code_Blocks
111-0-0-0,,C,backend.commands.sequence.c,18,1337,17,367,40,157,210,0,12,28,40,"[659, 673, 675, 677, 679, 695, 697, 699, 704, 706, 708, 711, 715, 717, 731, 736, 738]"
111-0-657-1,111-0-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-0-657-2,111-0-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-0-0,111-0-0-0,F,DefineSequence,27,205,1,70,9,24,46,0,1,8,9,[659]
111-1-659-1,111-1-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-659-2,111-1-0-0,D,Assignment,1,1,0,2,1,2,0,0,1,0,1,[]
111-1-659-3,111-1-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-659-4,111-1-0-0,L,for/while,10,69,1,16,1,4,12,0,0,1,1,[660]
111-1-660-1,111-1-659-4,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-660-2,111-1-659-4,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-660-3,111-1-659-4,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-660-4,111-1-659-4,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-660-5,111-1-659-4,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-660-6,111-1-659-4,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-660-7,111-1-659-4,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-660-8,111-1-659-4,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
111-1-660-9,111-1-659-4,B,if-else/switch,30,54,10,4,1,1,3,0,0,1,1,"[661, 662, 663, 664, 665, 666, 667, 668, 669, 670]"
111-1-661-1,111-1-660-9,D,Assignment,2,1,0,1,1,0,1,0,0,1,1,[]
111-1-661-2,111-1-660-9,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-661-3,111-1-660-9,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
111-1-662-1,111-1-660-9,D,Assignment,2,1,0,1,1,0,1,0,0,1,1,[]
111-1-662-2,111-1-660-9,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-662-3,111-1-660-9,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
111-1-663-1,111-1-660-9,D,Assignment,2,1,0,1,1,0,1,0,0,1,1,[]
111-1-663-2,111-1-660-9,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-663-3,111-1-660-9,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
111-1-664-1,111-1-660-9,D,Assignment,2,1,0,1,1,0,1,0,0,1,1,[]
111-1-664-2,111-1-660-9,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-664-3,111-1-660-9,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
111-1-665-1,111-1-660-9,D,Assignment,2,1,0,1,1,0,1,0,0,1,1,[]
111-1-665-2,111-1-660-9,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-665-3,111-1-660-9,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
111-1-666-1,111-1-660-9,D,Assignment,2,1,0,1,1,0,1,0,0,1,1,[]
111-1-666-2,111-1-660-9,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-666-3,111-1-660-9,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
111-1-667-1,111-1-660-9,D,Assignment,2,1,0,1,1,0,1,0,0,1,1,[]
111-1-667-2,111-1-660-9,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-667-3,111-1-660-9,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
111-1-668-1,111-1-660-9,D,Assignment,2,1,0,1,1,0,1,0,0,1,1,[]
111-1-668-2,111-1-660-9,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-668-3,111-1-660-9,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
111-1-669-1,111-1-660-9,D,Assignment,2,1,0,1,1,0,1,0,0,1,1,[]
111-1-669-2,111-1-660-9,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-669-3,111-1-660-9,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
111-1-670-1,111-1-660-9,D,Assignment,2,1,0,1,1,0,1,0,0,1,1,[]
111-1-670-2,111-1-660-9,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-670-3,111-1-660-9,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
111-1-660-10,111-1-659-4,D,Assignment,3,1,0,3,0,2,1,0,0,0,0,[]
111-1-659-5,111-1-0-0,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
111-1-659-6,111-1-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-659-7,111-1-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-659-8,111-1-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-659-9,111-1-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-659-10,111-1-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-659-11,111-1-0-0,D,Assignment,2,1,0,2,1,1,1,0,0,1,1,[]
111-1-659-12,111-1-0-0,D,Assignment,2,1,0,2,1,1,1,0,0,1,1,[]
111-1-659-13,111-1-0-0,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
111-1-659-14,111-1-0-0,D,Assignment,2,1,0,2,1,1,1,0,0,1,1,[]
111-1-659-15,111-1-0-0,D,Assignment,1,1,0,0,1,0,0,0,0,1,1,[]
111-1-659-16,111-1-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-659-17,111-1-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-659-18,111-1-0-0,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
111-1-659-19,111-1-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-659-20,111-1-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-659-21,111-1-0-0,D,Assignment,4,1,0,4,0,3,1,0,0,0,0,[]
111-1-659-22,111-1-0-0,D,Assignment,1,1,0,1,1,1,0,0,0,1,1,[]
111-1-659-23,111-1-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-659-24,111-1-0-0,D,Assignment,1,1,0,0,1,0,0,0,0,1,1,[]
111-1-659-25,111-1-0-0,B,if,15,28,1,23,0,8,15,0,0,0,0,[671]
111-1-671-1,111-1-659-25,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
111-1-671-2,111-1-659-25,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-671-3,111-1-659-25,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-671-4,111-1-659-25,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
111-1-671-5,111-1-659-25,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
111-1-671-6,111-1-659-25,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-671-7,111-1-659-25,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-671-8,111-1-659-25,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
111-1-671-9,111-1-659-25,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
111-1-671-10,111-1-659-25,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
111-1-671-11,111-1-659-25,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-671-12,111-1-659-25,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-671-13,111-1-659-25,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
111-1-671-14,111-1-659-25,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
111-1-671-15,111-1-659-25,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-1-659-26,111-1-0-0,D,Assignment,1,1,0,0,1,0,0,0,0,1,1,[]
111-1-659-27,111-1-0-0,B,if,0,2,0,0,0,0,0,0,0,0,0,[]
111-2-0-0,111-0-0-0,F,AlterSequence,3,13,1,2,1,1,1,0,0,1,1,[673]
111-2-673-1,111-2-0-0,D,Assignment,1,1,0,1,1,1,0,0,0,1,1,[]
111-2-673-2,111-2-0-0,B,if,0,3,0,0,0,0,0,0,0,0,0,[]
111-2-673-3,111-2-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-3-0-0,111-0-0-0,F,nextval,4,8,1,1,3,0,1,0,1,2,3,[675]
111-3-675-1,111-3-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
111-3-675-2,111-3-0-0,D,Assignment,1,1,0,0,1,0,0,0,0,1,1,[]
111-3-675-3,111-3-0-0,D,Assignment,1,1,0,0,1,0,0,0,0,1,1,[]
111-3-675-4,111-3-0-0,D,Assignment,1,1,0,0,1,0,0,0,1,0,1,[]
111-4-0-0,111-0-0-0,F,nextval_oid,1,3,1,0,1,0,0,0,1,0,1,[677]
111-4-677-1,111-4-0-0,D,Assignment,1,1,0,0,1,0,0,0,1,0,1,[]
