uniCode,parent,Tag,Name,num_childs,SizeLOC,Num_Code_Blocks,num_variables,num_calls,num_read_operations,num_write_operations,num_recursive_calls,num_local_calls,num_external_calls,Nested_Call_Depth,List_of_Code_Blocks
107-0-0-0,,C,backend.commands.portalcmds.c,6,403,5,61,5,22,39,1,0,4,5,"[539, 542, 545, 549, 553]"
107-1-0-0,107-0-0-0,F,PerformCursorOpen,16,80,1,22,2,11,11,0,0,2,2,[539]
107-1-539-1,107-1-0-0,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
107-1-539-2,107-1-0-0,B,if,0,2,0,0,0,0,0,0,0,0,0,[]
107-1-539-3,107-1-0-0,B,if,0,4,0,0,0,0,0,0,0,0,0,[]
107-1-539-4,107-1-0-0,B,if,0,2,0,0,0,0,0,0,0,0,0,[]
107-1-539-5,107-1-0-0,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
107-1-539-6,107-1-0-0,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
107-1-539-7,107-1-0-0,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
107-1-539-8,107-1-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
107-1-539-9,107-1-0-0,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
107-1-539-10,107-1-0-0,D,Assignment,3,6,0,3,0,2,1,0,0,0,0,[]
107-1-539-11,107-1-0-0,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
107-1-539-12,107-1-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
107-1-539-13,107-1-0-0,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
107-1-539-14,107-1-0-0,B,if,1,8,1,0,0,0,0,0,0,0,0,[540]
107-1-540-1,107-1-539-14,B,if-else/switch,0,5,0,0,0,0,0,0,0,0,0,[]
107-1-539-15,107-1-0-0,D,Assignment,1,1,0,2,2,2,0,0,0,2,2,[]
107-1-539-16,107-1-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
107-2-0-0,107-0-0-0,F,PerformPortalFetch,6,37,1,7,1,4,3,0,0,1,1,[542]
107-2-542-1,107-2-0-0,B,if,0,4,0,0,0,0,0,0,0,0,0,[]
107-2-542-2,107-2-0-0,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
107-2-542-3,107-2-0-0,B,if,1,7,1,1,0,0,1,0,0,0,0,[543]
107-2-543-1,107-2-542-3,D,Assignment,1,3,0,1,0,0,1,0,0,0,0,[]
