uniCode,parent,Tag,Name,num_childs,SizeLOC,Num_Code_Blocks,num_variables,num_calls,num_read_operations,num_write_operations,num_recursive_calls,num_local_calls,num_external_calls,Nested_Call_Depth,List_of_Code_Blocks
101-0-0-0,,C,backend.commands.foreigncmds.c,20,1120,19,278,79,130,148,0,13,66,79,"[148, 151, 159, 161, 164, 169, 171, 174, 179, 182, 184, 186, 190, 193, 195, 199, 201, 204, 209]"
101-1-0-0,101-0-0-0,F,optionListToArray,3,25,1,10,0,4,6,0,0,0,0,[148]
101-1-148-1,101-1-0-0,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
101-1-148-2,101-1-0-0,L,for/while,5,17,1,9,0,4,5,0,0,0,0,[149]
101-1-149-1,101-1-148-2,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
101-1-149-2,101-1-148-2,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
101-1-149-3,101-1-148-2,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
101-1-149-4,101-1-148-2,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
101-1-149-5,101-1-148-2,D,Assignment,2,3,0,2,0,1,1,0,0,0,0,[]
101-1-148-3,101-1-0-0,B,if,0,2,0,0,0,0,0,0,0,0,0,[]
101-2-0-0,101-0-0-0,F,transformGenericOptions,5,73,1,10,2,4,6,0,1,1,2,[151]
101-2-151-1,101-2-0-0,D,Assignment,2,1,0,1,1,0,1,0,0,1,1,[]
101-2-151-2,101-2-0-0,L,for/while,4,62,1,7,0,3,4,0,0,0,0,[152]
101-2-152-1,101-2-151-2,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
101-2-152-2,101-2-151-2,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
101-2-152-3,101-2-151-2,L,for/while,2,9,1,2,0,1,1,0,0,0,0,[153]
101-2-153-1,101-2-152-3,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
101-2-153-2,101-2-152-3,B,if-else/switch,0,4,0,0,0,0,0,0,0,0,0,[]
101-2-152-4,101-2-151-2,B,if-else/switch,7,35,4,2,0,1,1,0,0,0,0,"[154, 155, 156, 157]"
101-2-154-1,101-2-152-4,B,if,0,5,0,0,0,0,0,0,0,0,0,[]
101-2-154-2,101-2-152-4,D,Assignment,4,1,0,4,0,3,1,0,0,0,0,[]
101-2-155-1,101-2-152-4,B,if,0,5,0,0,0,0,0,0,0,0,0,[]
101-2-155-2,101-2-152-4,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
101-2-156-1,101-2-152-4,B,if,0,5,0,0,0,0,0,0,0,0,0,[]
