Parent,uniCode,Tag,Name,num_childs,sizeLOC,code_location,Num_Code_Blocks,num_variables,num_calls,num_read_operations,num_write_operations,num_recursive_calls,num_local_calls,num_external_calls,Nested_Call_Depth,List_Code_Blocks
Root,107-0-0-0,C,backend.commands.portalcmds.c,6,403,1,5,61,5,22,39,1,0,4,5,"[539, 542, 545, 549, 553]"
107-0-0-0,107-1-0-0,F,PerformCursorOpen,16,80,47,1,22,2,11,11,0,0,2,2,[539]
107-1-0-0,107-1-539-1,D,Assignment,2,1,47,0,2,0,1,1,0,0,0,0,[]
107-1-0-0,107-1-539-2,B,if,0,2,51,0,0,0,0,0,0,0,0,0,[]
107-1-0-0,107-1-539-3,B,if,0,4,58,0,0,0,0,0,0,0,0,0,[]
107-1-0-0,107-1-539-4,B,if,0,2,68,0,0,0,0,0,0,0,0,0,[]
107-1-0-0,107-1-539-5,D,Assignment,2,1,74,0,2,0,1,1,0,0,0,0,[]
107-1-0-0,107-1-539-6,D,Assignment,2,1,76,0,2,0,1,1,0,0,0,0,[]
107-1-0-0,107-1-539-7,D,Assignment,2,1,78,0,2,0,1,1,0,0,0,0,[]
107-1-0-0,107-1-539-8,D,Assignment,1,1,79,0,1,0,0,1,0,0,0,0,[]
107-1-0-0,107-1-539-9,D,Assignment,2,1,81,0,2,0,1,1,0,0,0,0,[]
107-1-0-0,107-1-539-10,D,Assignment,3,6,83,0,3,0,2,1,0,0,0,0,[]
107-1-0-0,107-1-539-11,D,Assignment,2,1,100,0,2,0,1,1,0,0,0,0,[]
107-1-0-0,107-1-539-12,D,Assignment,1,1,102,0,1,0,0,1,0,0,0,0,[]
107-1-0-0,107-1-539-13,D,Assignment,2,1,111,0,2,0,1,1,0,0,0,0,[]
107-1-0-0,107-1-539-14,B,if,1,8,112,1,0,0,0,0,0,0,0,0,[540]
107-1-539-14,107-1-540-1,B,if-else/switch,0,5,114,0,0,0,0,0,0,0,0,0,[]
107-1-0-0,107-1-539-15,D,Assignment,1,1,124,0,2,2,2,0,0,0,2,2,[]
107-1-0-0,107-1-539-16,D,Assignment,1,1,126,0,1,0,0,1,0,0,0,0,[]
107-0-0-0,107-2-0-0,F,PerformPortalFetch,6,37,150,1,7,1,4,3,0,0,1,1,[542]
107-2-0-0,107-2-542-1,B,if,0,4,157,0,0,0,0,0,0,0,0,0,[]
107-2-0-0,107-2-542-2,D,Assignment,2,1,163,0,2,0,1,1,0,0,0,0,[]
107-2-0-0,107-2-542-3,B,if,1,7,164,1,1,0,0,1,0,0,0,0,[543]
107-2-542-3,107-2-543-1,D,Assignment,1,3,166,0,1,0,0,1,0,0,0,0,[]
107-2-0-0,107-2-542-4,B,if,0,2,173,0,0,0,0,0,0,0,0,0,[]
107-2-0-0,107-2-542-5,D,Assignment,2,4,177,0,4,1,3,1,0,0,1,1,[]
107-2-0-0,107-2-542-6,B,if,0,4,183,0,0,0,0,0,0,0,0,0,[]
107-0-0-0,107-3-0-0,F,PerformPortalClose,5,34,196,1,4,0,1,3,0,0,0,0,[545]
107-3-0-0,107-3-545-1,B,if,0,5,199,1,0,0,0,0,0,0,0,0,[546]
107-3-0-0,107-3-545-2,B,if,0,4,209,0,0,0,0,0,0,0,0,0,[]
