Parent,uniCode,Tag,Name,num_childs,sizeLOC,code_location,Num_Code_Blocks,num_variables,num_calls,num_read_operations,num_write_operations,num_recursive_calls,num_local_calls,num_external_calls,Nested_Call_Depth,List_Code_Blocks
Root,104-0-0-0,C,backend.commands.lockcmds.c,3,137,1,2,23,8,16,7,1,1,6,8,"[388, 391]"
104-0-0-0,104-1-0-0,F,LockTableCommand,1,16,37,1,10,3,7,3,0,1,2,3,[388]
104-1-0-0,104-1-388-1,L,for/while,4,11,42,1,10,3,7,3,0,1,2,3,[389]
104-1-388-1,104-1-389-1,D,Assignment,2,1,44,0,2,0,1,1,0,0,0,0,[]
104-1-388-1,104-1-389-2,D,Assignment,2,1,45,0,2,1,1,1,0,0,1,1,[]
104-1-388-1,104-1-389-3,D,Assignment,2,1,48,0,2,1,1,1,0,0,1,1,[]
104-1-388-1,104-1-389-4,D,Assignment,1,2,50,0,4,1,4,0,0,1,0,1,[]
104-0-0-0,104-2-0-0,F,LockTableRecurse,8,97,66,1,13,5,9,4,1,0,4,5,[391]
104-2-0-0,104-2-391-1,B,if-else/switch,1,21,74,1,4,1,3,1,0,0,1,1,[392]
104-2-391-1,104-2-392-1,B,if,2,16,76,1,4,1,3,1,0,0,1,1,[393]
104-2-392-1,104-2-393-1,D,Assignment,5,1,79,0,4,1,3,1,0,0,1,1,[]
104-2-392-1,104-2-393-2,B,if-else/switch,0,10,81,0,0,0,0,0,0,0,0,0,[]
104-2-0-0,104-2-391-2,D,Assignment,2,1,100,0,2,1,1,1,0,0,1,1,[]
104-2-0-0,104-2-391-3,B,if,2,22,102,1,1,1,1,0,0,0,1,1,[394]
104-2-391-3,104-2-394-1,D,Assignment,1,1,105,0,1,1,1,0,0,0,1,1,[]
104-2-391-3,104-2-394-2,B,if,1,13,108,1,0,0,0,0,0,0,0,0,[395]
104-2-394-2,104-2-395-1,B,if-else/switch,0,10,110,0,0,0,0,0,0,0,0,0,[]
104-2-0-0,104-2-391-4,B,if-else/switch,0,6,126,0,0,0,0,0,0,0,0,0,[]
104-2-0-0,104-2-391-5,B,if,0,3,132,0,0,0,0,0,0,0,0,0,[]
104-2-0-0,104-2-391-6,B,if,0,5,137,0,0,0,0,0,0,0,0,0,[]
104-2-0-0,104-2-391-7,B,if,2,12,149,1,5,1,3,2,1,0,0,1,[396]
104-2-391-7,104-2-396-1,D,Assignment,1,1,151,0,1,0,0,1,0,0,0,0,[]
104-2-391-7,104-2-396-2,L,for/while,2,6,154,1,4,1,3,1,1,0,0,1,[397]
104-2-396-2,104-2-397-1,D,Assignment,2,1,156,0,2,0,1,1,0,0,0,0,[]
104-2-396-2,104-2-397-2,D,Assignment,1,1,158,0,2,1,2,0,1,0,0,1,[]
104-2-0-0,104-2-391-8,D,Assignment,1,1,162,0,1,1,1,0,0,0,1,1,[]
