Parent,uniCode,Tag,Name,num_childs,sizeLOC,code_location,Num_Code_Blocks,num_variables,num_calls,num_read_operations,num_write_operations,num_recursive_calls,num_local_calls,num_external_calls,Nested_Call_Depth,List_Code_Blocks
Root,105-0-0-0,C,backend.commands.opclasscmds.c,29,2129,1,28,379,98,169,210,0,12,86,98,"[401, 405, 409, 411, 428, 430, 432, 441, 447, 450, 452, 455, 459, 464, 469, 472, 475, 478, 481, 483, 485, 487, 489, 494, 499, 503, 507, 511]"
105-0-0-0,105-1-0-0,F,OpFamilyCacheLookup,2,29,95,1,6,1,4,2,0,0,1,1,[401]
105-1-0-0,105-1-401-1,D,Assignment,3,1,99,0,3,0,2,1,0,0,0,0,[]
105-1-0-0,105-1-401-2,B,if-else/switch,5,23,101,2,3,1,2,1,0,0,1,1,"[402, 403]"
105-1-401-2,105-1-402-1,D,Assignment,2,1,106,0,2,0,1,1,0,0,0,0,[]
105-1-401-2,105-1-402-2,D,Assignment,1,5,107,0,0,1,0,0,0,0,1,1,[]
105-1-401-2,105-1-403-1,D,Assignment,3,1,116,0,3,0,2,1,0,0,0,0,[]
105-1-401-2,105-1-403-2,B,if,0,2,118,0,0,0,0,0,0,0,0,0,[]
105-1-401-2,105-1-403-3,D,Assignment,1,3,120,0,0,1,0,0,0,0,1,1,[]
105-0-0-0,105-2-0-0,F,OpClassCacheLookup,2,29,135,1,6,1,4,2,0,0,1,1,[405]
105-2-0-0,105-2-405-1,D,Assignment,3,1,139,0,3,0,2,1,0,0,0,0,[]
105-2-0-0,105-2-405-2,B,if-else/switch,5,23,141,2,3,1,2,1,0,0,1,1,"[406, 407]"
105-2-405-2,105-2-406-1,D,Assignment,2,1,146,0,2,0,1,1,0,0,0,0,[]
105-2-405-2,105-2-406-2,D,Assignment,1,5,147,0,0,1,0,0,0,0,1,1,[]
105-2-405-2,105-2-407-1,D,Assignment,3,1,156,0,3,0,2,1,0,0,0,0,[]
105-2-405-2,105-2-407-2,B,if,0,2,158,0,0,0,0,0,0,0,0,0,[]
105-2-405-2,105-2-407-3,D,Assignment,1,3,160,0,0,1,0,0,0,0,1,1,[]
105-0-0-0,105-3-0-0,F,CreateOpFamily,19,66,175,1,26,3,10,16,0,0,3,3,[409]
105-3-0-0,105-3-409-1,D,Assignment,2,1,184,0,1,1,0,1,0,0,1,1,[]
