Parent,uniCode,Tag,Name,num_childs,sizeLOC,code_location,Num_Code_Blocks,num_variables,num_calls,num_read_operations,num_write_operations,num_recursive_calls,num_local_calls,num_external_calls,Nested_Call_Depth,List_Code_Blocks
Root,108-0-0-0,C,backend.commands.prepare.c,12,799,1,11,172,12,76,96,0,3,9,12,"[557, 564, 569, 573, 575, 577, 579, 581, 584, 591, 595]"
108-0-0-0,108-0-555-1,D,Assignment,1,1,44,0,1,0,0,1,0,0,0,0,[]
108-0-0-0,108-1-0-0,F,PrepareQuery,9,105,57,1,24,3,12,12,0,0,3,3,[557]
108-1-0-0,108-1-557-1,D,Assignment,1,1,57,0,1,0,0,1,0,0,0,0,[]
108-1-0-0,108-1-557-2,B,if,0,4,68,0,0,0,0,0,0,0,0,0,[]
108-1-0-0,108-1-557-3,D,Assignment,2,1,74,0,2,0,1,1,0,0,0,0,[]
108-1-0-0,108-1-557-4,B,if,5,23,76,1,13,1,6,7,0,0,1,1,[558]
108-1-557-4,108-1-558-1,D,Assignment,1,1,85,0,1,0,0,1,0,0,0,0,[]
108-1-557-4,108-1-558-2,D,Assignment,1,1,86,0,1,0,0,1,0,0,0,0,[]
108-1-557-4,108-1-558-3,D,Assignment,2,1,88,0,2,0,1,1,0,0,0,0,[]
108-1-557-4,108-1-558-4,D,Assignment,1,1,89,0,1,0,0,1,0,0,0,0,[]
108-1-557-4,108-1-558-5,L,for/while,3,7,91,1,8,1,5,3,0,0,1,1,[559]
108-1-558-5,108-1-559-1,D,Assignment,2,1,93,0,2,0,1,1,0,0,0,0,[]
108-1-558-5,108-1-559-2,D,Assignment,2,1,94,0,3,1,2,1,0,0,1,1,[]
108-1-558-5,108-1-559-3,D,Assignment,3,1,96,0,3,0,2,1,0,0,0,0,[]
108-1-0-0,108-1-557-5,L,for/while,2,10,115,1,3,0,2,1,0,0,0,0,[560]
108-1-557-5,108-1-560-1,D,Assignment,3,1,117,0,3,0,2,1,0,0,0,0,[]
108-1-557-5,108-1-560-2,B,if,0,5,119,0,0,0,0,0,0,0,0,0,[]
108-1-0-0,108-1-557-6,B,if-else/switch,0,14,129,2,0,0,0,0,0,0,0,0,"[561, 562]"
