Parent,uniCode,Tag,Name,num_childs,sizeLOC,code_location,Num_Code_Blocks,num_variables,num_calls,num_read_operations,num_write_operations,num_recursive_calls,num_local_calls,num_external_calls,Nested_Call_Depth,List_Code_Blocks
Root,109-0-0-0,C,backend.commands.proclang.c,11,608,1,10,124,36,55,69,0,4,32,36,"[599, 611, 614, 617, 619, 622, 624, 626, 628, 630]"
109-0-0-0,109-1-0-0,F,CreateProceduralLanguage,3,198,65,1,14,4,8,6,0,1,3,4,[599]
109-1-0-0,109-1-599-1,D,Assignment,1,1,76,0,1,0,0,1,0,0,0,0,[]
109-1-0-0,109-1-599-2,B,if,0,6,78,0,0,0,0,0,0,0,0,0,[]
109-1-0-0,109-1-599-3,B,if-else/switch,14,174,89,2,13,4,8,5,0,1,3,4,"[600, 606]"
109-1-599-3,109-1-600-1,B,if,0,3,96,0,0,0,0,0,0,0,0,0,[]
109-1-599-3,109-1-600-2,B,if,2,11,103,1,0,0,0,0,0,0,0,0,[601]
109-1-600-2,109-1-601-1,B,if,0,5,105,0,0,0,0,0,0,0,0,0,[]
109-1-600-2,109-1-601-2,B,if,0,3,110,0,0,0,0,0,0,0,0,0,[]
109-1-599-3,109-1-600-3,D,Assignment,1,1,120,0,1,0,0,1,0,0,0,0,[]
109-1-599-3,109-1-600-4,D,Assignment,2,1,121,0,3,1,2,1,0,0,1,1,[]
109-1-599-3,109-1-600-5,B,if-else/switch,3,34,122,2,1,0,0,1,0,0,0,0,"[602, 603]"
109-1-600-5,109-1-602-1,D,Assignment,2,1,124,0,1,1,0,1,0,0,1,1,[]
109-1-600-5,109-1-602-2,B,if,0,5,125,0,0,0,0,0,0,0,0,0,[]
109-1-600-5,109-1-603-1,D,Assignment,1,22,133,0,1,0,0,1,0,0,0,0,[]
109-1-599-3,109-1-600-6,B,if-else/switch,4,33,161,1,6,1,2,4,0,0,1,1,[604]
109-1-600-6,109-1-604-1,D,Assignment,1,1,163,0,1,0,0,1,0,0,0,0,[]
109-1-600-6,109-1-604-2,D,Assignment,1,1,164,0,1,0,0,1,0,0,0,0,[]
109-1-600-6,109-1-604-3,D,Assignment,2,1,165,0,3,1,2,1,0,0,1,1,[]
109-1-600-6,109-1-604-4,B,if,1,25,166,1,1,0,0,1,0,0,0,0,[605]
109-1-604-4,109-1-605-1,D,Assignment,1,22,168,0,1,0,0,1,0,0,0,0,[]
109-1-599-3,109-1-600-7,D,Assignment,1,2,196,0,4,1,4,0,0,1,0,1,[]
109-1-599-3,109-1-606-1,B,if,0,6,206,0,0,0,0,0,0,0,0,0,[]
109-1-599-3,109-1-606-2,B,if,0,4,216,0,0,0,0,0,0,0,0,0,[]
109-1-599-3,109-1-606-3,D,Assignment,2,1,225,0,3,1,2,1,0,0,1,1,[]
109-1-599-3,109-1-606-4,D,Assignment,2,1,226,0,1,1,0,1,0,0,1,1,[]
109-1-599-3,109-1-606-5,B,if,1,21,227,1,1,0,0,1,0,0,0,0,[607]
109-1-606-5,109-1-607-1,B,if-else/switch,1,13,234,1,1,0,0,1,0,0,0,0,[608]
109-1-607-1,109-1-608-1,D,Assignment,1,4,236,0,1,0,0,1,0,0,0,0,[]
109-1-599-3,109-1-606-6,B,if-else/switch,2,8,250,1,4,1,2,2,0,0,1,1,[609]
109-1-606-6,109-1-609-1,D,Assignment,1,1,252,0,1,0,0,1,0,0,0,0,[]
109-1-606-6,109-1-609-2,D,Assignment,2,1,253,0,3,1,2,1,0,0,1,1,[]
