Parent,uniCode,Tag,Name,num_childs,SizeLOC,Num_Code_Blocks,num_variables,num_calls,num_read_operations,num_write_operations,num_recursive_calls,num_local_calls,num_external_calls,Nested_Call_Depth,List_Code_Blocks
110-6-0-0,110-6-651-3,B,if,0,4,0,0,0,0,0,0,0,0,0,[]
110-6-0-0,110-6-651-4,D,Assignment,1,1,0,2,1,2,0,0,1,0,1,[]
110-6-0-0,110-6-651-5,D,Assignment,1,1,0,0,1,0,0,0,0,1,1,[]
110-0-0-0,110-7-0-0,F,AlterSchemaOwner_internal,4,77,1,27,5,13,14,0,0,5,5,[653]
110-7-0-0,110-7-653-1,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
110-7-0-0,110-7-653-2,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
110-7-0-0,110-7-653-3,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
110-7-0-0,110-7-653-4,B,if,14,66,1,23,5,12,11,0,0,5,5,[654]
110-7-653-4,110-7-654-1,B,if,0,3,0,0,0,0,0,0,0,0,0,[]
110-7-653-4,110-7-654-2,D,Assignment,1,1,0,0,1,0,0,0,0,1,1,[]
110-7-653-4,110-7-654-3,D,Assignment,1,2,0,1,0,0,1,0,0,0,0,[]
110-7-653-4,110-7-654-4,B,if,0,3,0,0,0,0,0,0,0,0,0,[]
110-7-653-4,110-7-654-5,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
110-7-653-4,110-7-654-6,D,Assignment,2,1,0,2,0,1,1,0,0,0,0,[]
110-7-653-4,110-7-654-7,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
110-7-653-4,110-7-654-8,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
110-7-653-4,110-7-654-9,D,Assignment,2,3,0,2,1,1,1,0,0,1,1,[]
110-7-653-4,110-7-654-10,B,if,3,7,1,4,1,1,3,0,0,1,1,[655]
110-7-654-10,110-7-655-1,D,Assignment,2,2,0,2,1,1,1,0,0,1,1,[]
110-7-654-10,110-7-655-2,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
110-7-654-10,110-7-655-3,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
110-7-653-4,110-7-654-11,D,Assignment,6,1,0,6,0,5,1,0,0,0,0,[]
110-7-653-4,110-7-654-12,D,Assignment,1,1,0,2,1,2,0,0,0,1,1,[]
110-7-653-4,110-7-654-13,D,Assignment,1,1,0,1,1,1,0,0,0,1,1,[]
110-7-653-4,110-7-654-14,D,Assignment,1,1,0,1,0,0,1,0,0,0,0,[]
