Parent,uniCode,Tag,Name,num_childs,sizeLOC,code_location,Num_Code_Blocks,num_variables,num_calls,num_read_operations,num_write_operations,num_recursive_calls,num_local_calls,num_external_calls,Nested_Call_Depth,List_Code_Blocks
Root,103-0-0-0,C,backend.commands.indexcmds.c,12,1449,1,11,259,71,125,134,0,2,69,71,"[319, 342, 344, 352, 358, 362, 368, 371, 374, 376, 378]"
103-0-0-0,103-1-0-0,F,DefineIndex,88,631,116,1,141,42,77,64,0,1,41,42,[319]
103-1-0-0,103-1-319-1,D,Assignment,2,1,145,0,2,0,1,1,0,0,0,0,[]
103-1-0-0,103-1-319-2,B,if,0,4,146,0,0,0,0,0,0,0,0,0,[]
103-1-0-0,103-1-319-3,B,if,0,5,150,0,0,0,0,0,0,0,0,0,[]
103-1-0-0,103-1-319-4,D,Assignment,2,2,163,0,3,1,2,1,0,0,1,1,[]
103-1-0-0,103-1-319-5,D,Assignment,2,1,166,0,2,0,1,1,0,0,0,0,[]
103-1-0-0,103-1-319-6,D,Assignment,2,1,167,0,2,0,1,1,0,0,0,0,[]
103-1-0-0,103-1-319-7,B,if,0,6,170,0,0,0,0,0,0,0,0,0,[]
103-1-0-0,103-1-319-8,B,if,0,4,180,0,0,0,0,0,0,0,0,0,[]
103-1-0-0,103-1-319-9,B,if,2,10,191,1,1,0,0,1,0,0,0,0,[320]
103-1-319-9,103-1-320-1,D,Assignment,1,2,195,0,1,0,0,1,0,0,0,0,[]
103-1-319-9,103-1-320-2,B,if,0,3,197,0,0,0,0,0,0,0,0,0,[]
103-1-0-0,103-1-319-10,B,if-else/switch,3,14,206,2,2,1,1,1,0,0,1,1,"[321, 322]"
103-1-319-10,103-1-321-1,D,Assignment,1,1,208,0,1,0,0,1,0,0,0,0,[]
103-1-319-10,103-1-321-2,B,if,0,5,209,0,0,0,0,0,0,0,0,0,[]
103-1-319-10,103-1-322-1,D,Assignment,2,1,217,0,2,1,1,1,0,0,1,1,[]
103-1-0-0,103-1-319-11,B,if,2,10,222,1,1,0,0,1,0,0,0,0,[323]
103-1-319-11,103-1-323-1,D,Assignment,1,2,226,0,1,0,0,1,0,0,0,0,[]
103-1-319-11,103-1-323-2,B,if,0,3,228,0,0,0,0,0,0,0,0,0,[]
103-1-0-0,103-1-319-12,B,if,0,2,237,0,0,0,0,0,0,0,0,0,[]
103-1-0-0,103-1-319-13,B,if,1,17,243,1,3,0,1,2,0,0,0,0,[324]
103-1-319-13,103-1-324-1,B,if-else/switch,2,14,245,1,3,0,1,2,0,0,0,0,[325]
103-1-324-1,103-1-325-1,D,Assignment,2,1,252,0,2,0,1,1,0,0,0,0,[]
103-1-324-1,103-1-325-2,D,Assignment,1,4,254,0,1,0,0,1,0,0,0,0,[]
103-1-0-0,103-1-319-14,D,Assignment,2,3,264,0,1,1,0,1,0,0,1,1,[]
103-1-0-0,103-1-319-15,B,if,2,22,267,1,2,1,0,2,0,0,1,1,[326]
103-1-319-15,103-1-326-1,B,if,2,9,273,1,2,1,0,2,0,0,1,1,[327]
103-1-326-1,103-1-327-1,D,Assignment,1,1,277,0,1,0,0,1,0,0,0,0,[]
103-1-326-1,103-1-327-2,D,Assignment,2,3,278,0,1,1,0,1,0,0,1,1,[]
103-1-319-15,103-1-326-2,B,if,0,5,283,0,0,0,0,0,0,0,0,0,[]
103-1-0-0,103-1-319-16,D,Assignment,2,1,289,0,2,0,1,1,0,0,0,0,[]
103-1-0-0,103-1-319-17,D,Assignment,2,1,290,0,2,0,1,1,0,0,0,0,[]
103-1-0-0,103-1-319-18,B,if,0,5,292,0,0,0,0,0,0,0,0,0,[]
103-1-0-0,103-1-319-19,B,if,0,5,297,0,0,0,0,0,0,0,0,0,[]
103-1-0-0,103-1-319-20,D,Assignment,3,1,303,0,3,0,2,1,0,0,0,0,[]
103-1-0-0,103-1-319-21,D,Assignment,3,1,304,0,3,0,2,1,0,0,0,0,[]
103-1-0-0,103-1-319-22,D,Assignment,1,1,306,0,0,1,0,0,0,0,1,1,[]
103-1-0-0,103-1-319-23,B,if,0,2,311,0,0,0,0,0,0,0,0,0,[]
103-1-0-0,103-1-319-24,B,if,4,82,317,1,8,1,3,5,0,0,1,1,[328]
103-1-319-24,103-1-328-1,B,if,1,8,328,1,1,0,0,1,0,0,0,0,[329]
103-1-328-1,103-1-329-1,D,Assignment,1,4,331,0,1,0,0,1,0,0,0,0,[]
103-1-319-24,103-1-328-2,D,Assignment,1,1,341,0,1,0,0,1,0,0,0,0,[]
103-1-319-24,103-1-328-3,L,for/while,5,42,342,1,6,1,3,3,0,0,1,1,[330]
103-1-328-3,103-1-330-1,D,Assignment,2,1,344,0,2,0,1,1,0,0,0,0,[]
103-1-328-3,103-1-330-2,B,if,0,4,347,0,0,0,0,0,0,0,0,0,[]
103-1-328-3,103-1-330-3,B,if,0,2,353,0,0,0,0,0,0,0,0,0,[]
103-1-328-3,103-1-330-4,D,Assignment,2,1,356,0,3,1,2,1,0,0,1,1,[]
103-1-328-3,103-1-330-5,B,if-else/switch,3,26,357,2,1,0,0,1,0,0,0,0,"[331, 333]"
103-1-330-5,103-1-331-1,B,if,4,10,359,1,7,0,3,4,0,0,0,0,[332]
103-1-331-1,103-1-332-1,D,Assignment,1,1,362,0,1,0,0,1,0,0,0,0,[]
103-1-331-1,103-1-332-2,D,Assignment,1,1,364,0,1,0,0,1,0,0,0,0,[]
103-1-331-1,103-1-332-3,D,Assignment,2,1,365,0,2,0,1,1,0,0,0,0,[]
103-1-331-1,103-1-332-4,D,Assignment,3,1,367,0,3,0,2,1,0,0,0,0,[]
103-1-330-5,103-1-331-2,D,Assignment,1,1,369,0,0,1,0,0,0,0,1,1,[]
103-1-330-5,103-1-333-1,D,Assignment,1,4,378,0,1,0,0,1,0,0,0,0,[]
103-1-319-24,103-1-328-4,B,if,0,2,396,0,0,0,0,0,0,0,0,0,[]
103-1-0-0,103-1-319-25,D,Assignment,2,1,403,0,2,1,1,1,0,0,1,1,[]
103-1-0-0,103-1-319-26,D,Assignment,1,1,411,0,1,0,0,1,0,0,0,0,[]
103-1-0-0,103-1-319-27,D,Assignment,2,1,412,0,2,0,1,1,0,0,0,0,[]
103-1-0-0,103-1-319-28,D,Assignment,1,1,413,0,1,0,0,1,0,0,0,0,[]
103-1-0-0,103-1-319-29,D,Assignment,1,1,414,0,1,0,0,1,0,0,0,0,[]
103-1-0-0,103-1-319-30,D,Assignment,2,1,415,0,1,1,0,1,0,0,1,1,[]
103-1-0-0,103-1-319-31,D,Assignment,1,1,416,0,1,0,0,1,0,0,0,0,[]
103-1-0-0,103-1-319-32,D,Assignment,2,1,417,0,2,0,1,1,0,0,0,0,[]
103-1-0-0,103-1-319-33,D,Assignment,2,1,419,0,2,0,1,1,0,0,0,0,[]
103-1-0-0,103-1-319-34,D,Assignment,2,1,420,0,2,0,1,1,0,0,0,0,[]
103-1-0-0,103-1-319-35,D,Assignment,1,1,421,0,1,0,0,1,0,0,0,0,[]
103-1-0-0,103-1-319-36,D,Assignment,2,1,423,0,2,0,1,1,0,0,0,0,[]
103-1-0-0,103-1-319-37,D,Assignment,2,1,424,0,2,0,1,1,0,0,0,0,[]
103-1-0-0,103-1-319-38,D,Assignment,1,3,425,0,8,1,8,0,0,1,0,1,[]
103-1-0-0,103-1-319-39,B,if,0,6,433,0,0,0,0,0,0,0,0,0,[]
103-1-0-0,103-1-319-40,D,Assignment,2,1,441,0,2,0,1,1,0,0,0,0,[]
103-1-0-0,103-1-319-41,D,Assignment,3,1,442,0,3,0,2,1,0,0,0,0,[]
103-1-0-0,103-1-319-42,B,if,1,10,445,1,14,1,13,1,0,0,1,1,[334]
103-1-319-42,103-1-334-1,D,Assignment,2,5,447,0,14,1,13,1,0,0,1,1,[]
103-1-0-0,103-1-319-43,D,Assignment,2,5,465,0,13,1,12,1,0,0,1,1,[]
103-1-0-0,103-1-319-44,D,Assignment,1,1,486,0,1,1,1,0,0,0,1,1,[]
103-1-0-0,103-1-319-45,D,Assignment,1,1,488,0,0,1,0,0,0,0,1,1,[]
103-1-0-0,103-1-319-46,D,Assignment,1,1,489,0,0,1,0,0,0,0,1,1,[]
103-1-0-0,103-1-319-47,D,Assignment,1,1,490,0,0,1,0,0,0,0,1,1,[]
103-1-0-0,103-1-319-48,D,Assignment,2,1,514,0,2,0,1,1,0,0,0,0,[]
103-1-0-0,103-1-319-49,L,for/while,2,5,516,1,1,1,0,1,0,0,1,1,[335]
103-1-319-49,103-1-335-1,D,Assignment,1,1,518,0,0,1,0,0,0,0,1,1,[]
103-1-319-49,103-1-335-2,D,Assignment,1,1,519,0,1,0,0,1,0,0,0,0,[]
