Parent,uniCode,Tag,Name,num_childs,sizeLOC,code_location,Num_Code_Blocks,num_variables,num_calls,num_read_operations,num_write_operations,num_recursive_calls,num_local_calls,num_external_calls,Nested_Call_Depth,List_Code_Blocks
Root,90-0-0-0,C,backend.commands.alter.c,4,247,1,3,5,1,1,4,0,0,1,1,"[2293, 2312, 2319]"
90-0-0-0,90-1-0-0,F,ExecRenameStmt,1,122,43,1,1,0,0,1,0,0,0,0,[2293]
90-1-0-0,90-1-2293-1,B,if-else/switch,8,122,43,17,1,0,0,1,0,0,0,0,"[2294, 2295, 2296, 2297, 2298, 2299, 2300, 2301, 2302, 2303, 2304, 2305, 2306, 2307, 2308, 2309, 2310]"
90-1-2293-1,90-1-2295-1,D,Assignment,1,1,50,0,2,1,2,0,0,0,1,1,[]
90-1-2293-1,90-1-2296-1,D,Assignment,1,1,54,0,2,1,2,0,0,0,1,1,[]
90-1-2293-1,90-1-2298-1,D,Assignment,1,1,62,0,2,1,2,0,0,0,1,1,[]
90-1-2293-1,90-1-2301-1,D,Assignment,1,1,74,0,2,1,2,0,0,0,1,1,[]
90-1-2293-1,90-1-2302-1,D,Assignment,1,1,78,0,2,1,2,0,0,0,1,1,[]
90-1-2293-1,90-1-2303-1,D,Assignment,1,1,82,0,2,1,2,0,0,0,1,1,[]
90-1-2293-1,90-1-2309-1,D,Assignment,1,1,158,0,2,1,2,0,0,0,1,1,[]
90-1-2293-1,90-1-2310-1,D,Assignment,1,2,162,0,1,0,0,1,0,0,0,0,[]
90-0-0-0,90-2-0-0,F,ExecAlterObjectSchemaStmt,1,29,174,1,1,0,0,1,0,0,0,0,[2312]
90-2-0-0,90-2-2312-1,B,if-else/switch,4,29,174,5,1,0,0,1,0,0,0,0,"[2313, 2314, 2315, 2316, 2317]"
90-2-2312-1,90-2-2315-1,D,Assignment,1,1,189,0,1,1,1,0,0,0,1,1,[]
90-2-2312-1,90-2-2315-2,D,Assignment,1,2,190,0,3,1,3,0,0,0,1,1,[]
90-2-2312-1,90-2-2316-1,D,Assignment,1,1,196,0,2,1,2,0,0,0,1,1,[]
90-2-2312-1,90-2-2317-1,D,Assignment,1,2,200,0,1,0,0,1,0,0,0,0,[]
90-0-0-0,90-3-0-0,F,ExecAlterOwnerStmt,2,74,212,1,3,1,1,2,0,0,1,1,[2319]
90-3-0-0,90-3-2319-1,D,Assignment,2,1,212,0,2,1,1,1,0,0,1,1,[]
90-3-0-0,90-3-2319-2,B,if-else/switch,8,72,214,16,1,0,0,1,0,0,0,0,"[2320, 2321, 2322, 2323, 2324, 2325, 2326, 2327, 2328, 2329, 2330, 2331, 2332, 2333, 2334, 2335]"
90-3-2319-2,90-3-2321-1,D,Assignment,1,1,221,0,1,1,1,0,0,0,1,1,[]
90-3-2319-2,90-3-2322-1,D,Assignment,1,1,225,0,1,1,1,0,0,0,1,1,[]
90-3-2319-2,90-3-2324-1,D,Assignment,1,1,233,0,1,1,1,0,0,0,1,1,[]
90-3-2319-2,90-3-2325-1,D,Assignment,1,1,237,0,1,0,0,1,0,0,0,0,[]
90-3-2319-2,90-3-2328-1,D,Assignment,1,1,253,0,1,1,1,0,0,0,1,1,[]
90-3-2319-2,90-3-2329-1,D,Assignment,1,1,257,0,1,1,1,0,0,0,1,1,[]
90-3-2319-2,90-3-2330-1,D,Assignment,1,1,262,0,1,1,1,0,0,0,1,1,[]
90-3-2319-2,90-3-2335-1,D,Assignment,1,2,283,0,1,0,0,1,0,0,0,0,[]
